company,product,typename,inches,screenresolution,cpu,ram(GB),memory,gpu,opsys,weight(kg),price,cpu_freq(GHz),cpu_brand,gpu_brand,company_id,product_id,typename_id,screenresolution_id,cpu_id,memory_id,gpu_id,opsys_id,cpu_brand_id,gpu_brand_id
Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U ,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.252,1867.85,2.8,Intel,Intel,8,47,0,11,42,2,0,6,0,0
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows 10,1.9,817.95,2.5,Intel,AMD,5,359,1,2,1,8,11,2,0,1
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.3,1034.0,2.5,Intel,Intel,5,360,4,7,1,2,2,2,0,0
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 ,4,128GB SSD,AMD Radeon R2 Graphics,Windows 10,2.2,349.0,2.2,AMD,AMD,5,55,1,4,67,0,70,2,1,1
HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U ,4,128GB SSD,Nvidia GeForce 940MX,Windows 10,1.63,699.0,2.4,Intel,Nvidia,1,361,4,7,9,0,14,2,0,2
MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,1294.0,2.8,Intel,Nvidia,7,362,3,2,19,11,16,2,0,2
Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.1,1135.0,2.5,Intel,Intel,3,224,0,2,1,2,2,2,0,0
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 ,8,64GB Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,495.0,1.1,Intel,Intel,1,363,4,21,17,10,21,7,0,0
LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U ,8,512GB SSD,Intel HD Graphics 620,Windows 10,1.09,2299.0,1.8,Intel,Intel,18,364,0,5,4,3,2,2,0,0
Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ ,16,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1299.0,2.5,Intel,Nvidia,2,365,3,2,11,2,31,2,0,2
MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ ,8,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.2,997.9,2.5,Intel,Nvidia,7,366,3,2,11,2,16,2,0,2
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 ,4,128GB SSD,Intel HD Graphics 500,Windows 10,1.86,419.0,1.1,Intel,Intel,3,367,1,4,17,0,21,2,0,0
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ ,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.21,2051.0,2.5,Intel,Nvidia,4,368,3,2,11,8,23,2,0,2
HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U ,4,256GB SSD,AMD Radeon R5 520,Windows 10,2.5,699.0,2.0,Intel,AMD,1,369,1,5,6,2,76,2,0,1
Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U ,8,512GB SSD,Intel UHD Graphics 620,Windows 10,1.19,1499.0,1.8,Intel,Intel,5,370,4,7,4,3,8,2,0,0
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,2.9,Intel,Nvidia,4,368,3,2,32,11,30,2,0,2
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U ,4,500GB HDD,AMD Radeon 520,Windows 10,1.86,612.61,2.5,Intel,AMD,1,2,1,4,1,4,29,2,0,1
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U ,4,1TB HDD,AMD Radeon R5 M430,Windows 10,2.2,545.67,2.0,Intel,AMD,4,6,1,4,6,6,11,2,0,1
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P ,6,2TB HDD,AMD Radeon R7 M440,Windows 10,2.65,569.0,2.4,AMD,AMD,1,371,1,5,41,14,77,2,1,1
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U ,4,500GB HDD,Intel HD Graphics 510,Windows 10,2.1,318.0,1.6,Intel,Intel,5,372,1,4,44,4,56,2,0,0
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U ,4,32GB Flash Storage,Intel HD Graphics 510,Chrome OS,1.45,375.0,1.6,Intel,Intel,2,373,1,4,44,7,56,7,0,0
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U ,4,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,699.0,2.5,Intel,Intel,5,374,1,2,1,2,2,2,0,0
HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,8,500GB HDD,Nvidia Quadro M1200,Windows 10,3.14,1907.99,2.8,Intel,Nvidia,1,306,5,2,19,4,46,2,0,2
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.42,2590.0,2.7,Intel,Intel,5,157,4,17,8,2,2,2,0,0
Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,973.0,2.5,Intel,Intel,9,90,1,5,1,2,2,2,0,0
Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 ,4,32GB Flash Storage,Intel HD Graphics,Windows 10,1.4,269.0,1.6,Intel,Intel,2,375,2,4,68,7,20,2,0,0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U ,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.38,1749.0,2.7,Intel,Intel,5,145,4,8,8,3,2,2,0,0
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 ,4,64GB Flash Storage,Intel HD Graphics 515,Chrome OS,1.2,669.0,0.9,Intel,Intel,3,376,4,8,69,10,40,7,0,0
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U ,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.36,1877.0,2.5,Intel,Intel,9,377,0,8,34,3,9,2,0,0
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U ,4,500GB HDD,AMD Radeon 530,Windows 10,2.1,689.0,2.7,Intel,AMD,1,378,1,5,8,4,18,2,0,1
Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ ,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.56,819.0,2.5,Intel,Nvidia,4,96,3,2,11,6,16,2,0,2
Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 ,4,256GB SSD,AMD Radeon 530,Windows 10,2.2,399.0,2.9,AMD,AMD,5,55,1,2,3,2,18,2,1,1
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P ,8,1TB HDD,AMD Radeon R7,Windows 10,2.2,429.0,3.6,AMD,AMD,5,193,1,4,46,6,78,2,1,1
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,4,1TB HDD +  1TB HDD,Intel HD Graphics 620,Windows 10,2.1,621.45,2.5,Intel,Intel,5,379,1,2,1,28,2,2,0,0
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U ,4,500GB HDD,Intel HD Graphics 520,No OS,1.9,450.0,2.0,Intel,Intel,5,380,1,4,6,4,9,1,0,0
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.18,795.0,2.5,Intel,Intel,4,279,1,2,1,2,2,2,0,0
Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U ,8,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,999.0,1.6,Intel,Intel,2,62,4,7,5,2,8,2,0,0
Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U ,16,512GB SSD,Nvidia Quadro M520M,Windows 7,2.18,1855.0,2.5,Intel,Nvidia,5,381,5,2,34,3,79,8,0,2
Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ ,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,1191.0,2.3,Intel,Intel,5,382,1,2,70,2,9,2,0,0
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P ,6,2TB HDD,AMD Radeon 530,Windows 10,2.71,655.01,2.5,AMD,AMD,1,383,1,5,59,14,18,2,1,1
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1249.0,2.8,Intel,Nvidia,5,11,3,5,19,8,31,2,0,2
Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ ,8,256GB SSD,Nvidia GeForce 930MX,Linux,1.64,1089.0,2.8,Intel,Nvidia,4,235,1,2,53,2,19,4,0,2
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U ,8,1TB HDD,Intel HD Graphics 620,Linux,1.98,726.0,2.5,Intel,Intel,4,279,1,2,1,6,2,4,0,0
Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 ,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,298.0,1.1,Intel,Intel,3,205,1,2,17,7,21,2,0,0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U ,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.93,1426.66,2.6,Intel,Intel,4,286,1,2,47,3,2,2,0,0
Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,857.07,2.5,Intel,Nvidia,5,290,1,5,1,2,27,2,0,2
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.9,1179.0,2.6,Intel,Intel,4,286,1,2,47,2,2,2,0,0
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 ,4,500GB HDD,AMD Radeon R4,Windows 10,2.19,298.0,2.0,AMD,AMD,5,384,1,4,71,4,62,2,1,1
Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 ,4,32GB HDD,Intel HD Graphics 400,Windows 10,1.4,265.0,1.92,Intel,Intel,14,385,1,33,72,29,15,2,0,0
HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.63,1200.0,2.7,Intel,Nvidia,1,18,1,2,8,2,19,2,0,2
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U ,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.17,1686.64,2.5,Intel,Intel,5,157,0,28,34,3,9,2,0,0
HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.58,836.6,2.5,Intel,Intel,1,361,4,31,1,2,2,2,0,0
Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,1499.0,2.5,Intel,Intel,5,244,0,5,1,2,2,2,0,0
Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ ,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.36,3659.4,2.8,Intel,Nvidia,4,132,3,20,19,30,30,2,0,2
MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,1348.48,2.8,Intel,Nvidia,7,186,3,2,19,8,31,2,0,2
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U ,4,1TB HDD,Intel HD Graphics 620,No OS,1.9,489.9,2.5,Intel,Intel,5,386,1,4,1,6,2,1,0,0
Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U ,8,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.2,719.0,1.6,Intel,AMD,4,16,1,2,5,8,18,2,0,1
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U ,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.71,649.0,2.4,Intel,Intel,4,387,4,8,9,6,2,2,0,0
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U ,8,1TB HDD,AMD Radeon R7 M445,Linux,2.32,589.52,2.5,Intel,AMD,4,83,1,4,1,6,37,4,0,1
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 ,4,1TB HDD,AMD Radeon 520,Windows 10,2.1,489.0,3.0,AMD,AMD,1,388,1,2,3,6,29,2,1,1
Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ ,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,1935.0,2.6,Intel,Nvidia,2,389,3,5,57,8,23,2,0,2
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U ,12,1TB HDD,Intel HD Graphics 620,Windows 10,2.25,649.0,2.5,Intel,Intel,4,6,1,4,1,6,2,2,0,0
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 ,6,128GB SSD +  1TB HDD,AMD Radeon 520,Windows 10,2.1,650.0,3.0,AMD,AMD,1,390,1,2,61,8,29,2,1,1
Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U ,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.4,559.0,2.5,Intel,Intel,2,391,1,4,1,4,2,2,0,0
Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,960.0,2.5,Intel,Intel,5,179,1,5,1,2,2,2,0,0
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,4,1TB HDD,Intel HD Graphics 620,Windows 10,1.85,779.0,2.7,Intel,Intel,5,392,1,2,8,6,2,2,0,0
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD,Nvidia Quadro M2200,Windows 10,2.6,2419.0,2.8,Intel,Nvidia,1,393,5,2,19,2,80,2,0,2
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U ,8,1TB HDD,Intel UHD Graphics 620,Windows 10,1.55,659.0,1.6,Intel,Intel,4,13,4,8,5,6,8,2,0,0
MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8,2094.48,2.8,Intel,Nvidia,7,327,3,2,19,11,23,2,0,2
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U ,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.4,410.8,2.0,Intel,Intel,2,247,1,4,6,4,9,2,0,0
Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,8,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.0,1207.0,2.7,Intel,Nvidia,4,394,1,2,8,8,14,2,0,2
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U ,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.0,665.0,2.0,Intel,Intel,4,155,1,4,6,2,9,2,0,0
Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.25,1535.0,2.5,Intel,Intel,9,395,1,7,1,2,2,2,0,0
Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,999.0,2.5,Intel,Intel,5,396,4,8,1,2,2,2,0,0
Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U ,16,1TB SSD,Nvidia Quadro M520M,Windows 10,2.5,3299.0,2.8,Intel,Nvidia,5,397,5,19,42,18,79,2,0,2
Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 ,2,32GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,330.0,1.6,Intel,Intel,2,373,1,4,23,7,15,7,0,0
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U ,16,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1649.0,2.7,Intel,Intel,15,398,0,2,8,2,2,2,0,0
HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U ,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.86,539.0,2.0,Intel,Intel,1,2,1,2,6,2,9,2,0,0
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1126.71,2.5,Intel,Intel,4,235,1,4,1,2,2,2,0,0
HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 ,16,256GB SSD,Nvidia Quadro M2000M,Windows 7,3.0,4389.0,2.9,Intel,Nvidia,1,399,5,5,73,2,81,8,0,2
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 ,4,128GB SSD,Intel HD Graphics 400,Windows 10,1.4,475.0,1.6,Intel,Intel,5,400,2,21,23,0,15,2,0,0
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U ,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,1900.0,2.4,Intel,Intel,1,324,1,2,66,2,9,2,0,0
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ ,4,1TB HDD,Nvidia GeForce GTX 950M,No OS,2.45,579.0,2.3,Intel,Nvidia,3,401,1,4,70,6,48,1,0,2
Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U ,4,180GB SSD,Intel HD Graphics 520,Windows 10,1.7,1096.0,2.3,Intel,Intel,5,402,0,2,27,27,9,2,0,0
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U ,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.37,849.9,2.7,Intel,Intel,3,403,1,4,8,2,2,2,0,0
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U ,8,256GB SSD,Intel HD Graphics 540,Windows 10,1.3,1199.0,1.8,Intel,Intel,5,404,4,30,74,2,82,2,0,0
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1099.0,2.5,Intel,Nvidia,1,405,1,5,11,8,16,2,0,2
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ ,8,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,1561.0,2.6,Intel,Nvidia,1,393,5,2,57,2,83,8,0,2
Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2868.99,2.8,Intel,Nvidia,4,132,3,19,19,11,30,2,0,2
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U ,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.1,599.0,2.5,Intel,Intel,2,3,1,4,1,2,2,2,0,0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,1048.0,2.8,Intel,Nvidia,5,11,3,5,19,8,16,2,0,2
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U ,16,256GB SSD,Intel HD Graphics 620,Windows 10,1.18,1859.0,2.8,Intel,Intel,4,406,0,2,42,2,2,2,0,0
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 ,8,256GB SSD,Intel HD Graphics 615,Chrome OS,1.1,1559.0,1.2,Intel,Intel,16,243,0,26,56,2,12,7,0,0
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,1129.0,2.5,Intel,Intel,3,407,0,29,1,2,2,2,0,0
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U ,4,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,849.0,2.0,Intel,Intel,4,230,1,4,6,4,9,2,0,0
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U ,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.6,655.0,2.3,Intel,Intel,2,408,1,4,27,0,9,2,0,0
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 ,4,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.8,470.34,1.1,Intel,Nvidia,3,409,1,4,21,6,27,2,0,2
Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ ,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.72,1099.0,2.6,Intel,Nvidia,4,331,3,34,57,8,69,2,0,2
Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U ,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.31,1599.0,2.7,Intel,Intel,15,398,0,8,8,2,2,2,0,0
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 ,4,1TB HDD,Intel HD Graphics 505,Linux,2.1,298.0,1.1,Intel,Intel,2,107,1,4,21,6,42,4,0,0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U ,16,256GB SSD,AMD Radeon R7 M445,Windows 10,2.3,1181.27,2.7,Intel,AMD,4,83,1,2,8,2,37,2,0,1
Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U ,16,256GB SSD,AMD Radeon 540,Windows 10,1.71,1799.0,2.7,Intel,AMD,15,398,4,8,8,2,84,2,0,1
Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U ,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.75,1020.0,2.3,Intel,Intel,9,410,1,13,27,0,9,2,0,0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ ,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,1099.0,2.8,Intel,Nvidia,4,97,3,2,19,6,16,2,0,2
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U ,4,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1244.0,2.3,Intel,Intel,1,411,0,4,27,2,9,2,0,0
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U ,12,2TB HDD,Nvidia GeForce 940MX,Windows 10,2.3,839.0,2.7,Intel,Nvidia,3,412,4,8,8,14,14,2,0,2
Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ ,16,512GB SSD,Nvidia Quadro M2000M,Windows 7,2.5,2370.0,2.7,Intel,Nvidia,5,413,1,20,50,3,81,8,0,2
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U ,4,128GB SSD,Intel HD Graphics 620,Windows 10,1.8,636.0,2.4,Intel,Intel,2,5,1,5,9,0,2,2,0,0
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ ,16,512GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,2899.0,2.8,Intel,Nvidia,13,120,3,2,19,3,23,2,0,2
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 ,8,128GB SSD,Intel HD Graphics 505,Windows 10,2.0,581.9,1.1,Intel,Intel,3,414,1,32,75,0,42,2,0,0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ ,32,1TB SSD +  1TB HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,3588.8,2.8,Intel,Nvidia,4,132,3,5,19,30,85,2,0,2
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ ,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3,2350.0,2.6,Intel,Nvidia,3,415,3,5,57,11,30,2,0,2
